,location,carpet_area,status,transaction,urnishing,society,bathroom,amount
928,"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",709 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom2,₹74 Lac 
929,"4 BHK Apartment for Sale in Eon Waterfront, Kharadi Pune",2584 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyEon Waterfront,Bathroom4,₹3.10 Cr 
930,"3 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",2200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Zephyr,Bathroom5,₹3.10 Cr 
931,2 BHK Apartment for Sale in Kharadi Pune,877 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,,Bathroom2,₹1 Cr 
932,"3 BHK Apartment for Sale in Ganga Liviano, Kharadi Gaon, Kharadi Pune",1700 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGanga Liviano,Bathroom4,₹2.20 Cr 
933,"2 BHK Apartment for Sale in Nyati Elysia, EON Free Zone, Kharadi Pune",745 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom2,₹94 Lac 
934,"2 BHK Apartment for Sale in Palladio Kharadi Central, Kharadi Pune",775 sqft,Under ConstructionPoss. by Jun '27,TransactionNew Property,FurnishingUnfurnished,SocietyPalladio Kharadi Central,Bathroom2,₹80 Lac 
935,"4 BHK Apartment for Sale in Eon Waterfront, EON Free Zone, Kharadi Pune",3400 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyEon Waterfront,Bathroom5,₹4.20 Cr 
936,"3 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",1150 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.70 Cr 
937,"4 BHK Apartment for Sale in Eon Waterfront, EON Free Zone, Kharadi Pune",4190 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyEon Waterfront,Bathroom5,₹6 Cr 
938,"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPanchshil Towers,Bathroom3,₹3.20 Cr 
939,3 BHK Apartment for Sale in Yashwant Nagar Kharadi Pune,1150 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,,Bathroom3,₹1.75 Cr 
940,"3 BHK Apartment for Sale in Rakshak Nagar, Kharadi Pune",1510 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,,Bathroom3,₹1.62 Cr 
941,"2 BHK Apartment for Sale in Aura County, Ubale Nagar Pune",860 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyAura County,Bathroom2,₹50 Lac 
942,"2 BHK Apartment for Sale in Zen Elite, EON Free Zone, Kharadi Pune",838 sqft,Under ConstructionPoss. by Mar '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom2,₹89 Lac 
943,"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",1705 sqft,Under ConstructionPoss. by Jun '24,TransactionNew Property,FurnishingSemi-Furnished,SocietyPanchshil Towers,Bathroom3,₹3.15 Cr 
944,"3 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",950 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.40 Cr 
945,"2 BHK Apartment for Sale in Mount N Glory, Kharadi Pune",740 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMount N Glory,Bathroom2,₹78 Lac 
946,"2 BHK Apartment for Sale in Gulmohar Goldcoast, Kharadi Pune",824 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGulmohar Goldcoast,Bathroom2,₹73 Lac 
947,"2 BHK Apartment for Sale in Gera Song of Joy, Kharadi Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGera Song of Joy,Bathroom2,₹1.40 Cr 
948,"3 BHK Apartment for Sale in Forest County, EON Free Zone, Kharadi Pune",1750 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyForest County,Bathroom3,₹2.50 Cr 
949,"3 BHK Apartment for Sale in Riverdale Residences, Kharadi Gaon, Kharadi Pune",1250 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyRiverdale Residences,Bathroom3,₹1.75 Cr 
950,"2 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",842 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom2,₹1.05 Cr 
951,"4 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",3900 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Zephyr,Bathroom4,₹3.70 Cr 
952,"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2200 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyPanchshil Towers,Bathroom5,₹3.15 Cr 
953,"3 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",1700 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Zephyr,Bathroom5,₹2.20 Cr 
954,"3 BHK Apartment for Sale in Marvel Enigma, Kharadi Pune",1900 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Enigma,Bathroom4,₹2.30 Cr 
955,"4 BHK Apartment for Sale in Ganga Platinum, Kharadi Pune",1449 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyGanga Platinum,Bathroom3,₹1.73 Cr 
956,"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",1120 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.80 Cr 
957,"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",1200 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.25 Cr 
958,"3 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",2200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPanchshil Towers,Bathroom5,₹3.10 Cr 
959,"3 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",1250 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,,Bathroom2,₹1.70 Cr 
960,"3 BHK Apartment for Sale in Gera Trinity Towers, EON Free Zone, Kharadi Pune",1900 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera Trinity Towers,Bathroom3,₹2.50 Cr 
961,"3 BHK Apartment for Sale in Gera World of Joy, Ubale Nagar Pune",1100 sqft,Under ConstructionPoss. by Feb '24,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom3,₹1.60 Cr 
962,"2 BHK Apartment for Sale in Ganga Platino, Kharadi Pune",954 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGanga Platino,Bathroom2,₹1.40 Cr 
963,"3 BHK Apartment for Sale in Yashwin Orizzonte, Kharadi Pune",854 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyYashwin Orizzonte,Bathroom2,₹1.25 Cr 
964,"4 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2350 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyPanchshil Towers,Bathroom6,₹3.99 Cr 
965,"2 BHK Apartment for Sale in Gera Song of Joy, EON Free Zone, Kharadi Pune",947 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera Song of Joy,Bathroom2,₹1.35 Cr 
966,"2 BHK Apartment for Sale in Gera Trinity Towers, Kharadi Pune",1035 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera Trinity Towers,Bathroom2,₹1.45 Cr 
967,"3 BHK Apartment for Sale in Marvel Citrine, Kharadi Pune",1350 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Citrine,Bathroom3,₹1.45 Cr 
968,"5 BHK Apartment for Sale in Eon Waterfront, Kharadi Gaon, Kharadi Pune",3072 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyEon Waterfront,Bathroom5,₹4.45 Cr 
969,"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",709 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom2,₹73.5 Lac 
970,"2 BHK Apartment for Sale in Ratan Prestige, Chandan Nagar Tukaram Nagar Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRatan Prestige,Bathroom2,₹85 Lac 
971,"1 BHK Apartment for Sale in VTP Township Codename Pegasus, EON Free Zone, Kharadi Pune",450 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyVTP Township Codename Pegasus,Bathroom1,₹50 Lac 
972,"2 BHK Apartment for Sale in Zen Elite, Kharadi Pune",886 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom2,₹1.10 Cr 
973,"3 BHK Apartment for Sale in Geras Island of Joy, Ubale Nagar Pune",1140 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyGeras Island of Joy,Bathroom3,₹1.09 Cr 
974,"3 BHK Apartment for Sale in Marvel Citrine, EON Free Zone, Kharadi Pune",1360 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Citrine,Bathroom3,₹1.63 Cr 
975,"3 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",1800 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Zephyr,Bathroom4,₹2 Cr 
976,"2 BHK Apartment for Sale in Forest Edge, Kharadi Pune",794 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyForest Edge,Bathroom2,₹1.09 Cr 
977,"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2100 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyPanchshil Towers,Bathroom3,₹4.15 Cr 
978,"2 BHK Apartment for Sale in Majestique Marbella, Ashoka Nagar, Kharadi Pune",1040 sqft,Under ConstructionPoss. by Jun '24,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Marbella,Bathroom2,₹98 Lac 
979,"2 BHK Apartment for Sale in Zen Estate, Kharadi Pune",767 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyZen Estate,Bathroom2,₹95 Lac 
980,"3 BHK Apartment for Sale in Gulmohar Orchids, Ashoka Nagar, Kharadi Pune",1200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGulmohar Orchids,Bathroom3,₹1.25 Cr 
981,"2 BHK Apartment for Sale in Gera Planet Of Joy, Kharadi Pune",722 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera Planet Of Joy,Bathroom2,₹82 Lac 
982,2 BHK Apartment for Sale in Kharadi Pune,788 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingSemi-Furnished,,Bathroom2,₹85 Lac 
983,"2 BHK Apartment for Sale in Nyati Empire, Kharadi Pune",950 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Empire,Bathroom2,₹90 Lac 
984,"3 BHK Apartment for Sale in Viman Platinum, Air Force Campus, Viman Nagar Pune",1200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyViman Platinum,Bathroom3,₹1.50 Cr 
985,"4 BHK Apartment for Sale in Eon Waterfront, Kharadi Pune",3200 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyEon Waterfront,Bathroom5,₹4.50 Cr 
986,"3 BHK Apartment for Sale in Ganga Platino, Kharadi Pune",1430 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGanga Platino,Bathroom3,₹2.20 Cr 
987,"3 BHK Apartment for Sale in Unique Youtopia, Kharadi Pune",914 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingSemi-Furnished,SocietyUnique Youtopia,Bathroom3,₹1.10 Cr 
988,"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",937 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom3,₹1.35 Cr 
989,"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",1250 sqft,Under ConstructionPoss. by May '25,TransactionNew Property,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.25 Cr 
990,"4 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",3300 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Zephyr,Bathroom4,₹3.90 Cr 
991,"3 BHK Apartment for Sale in Lodha Bella Vita, Kharadi Pune",2187 sqft,Under ConstructionPoss. by May '26,TransactionNew Property,FurnishingUnfurnished,SocietyLodha Bella Vita,Bathroom3,₹2.60 Cr 
992,"2 BHK Apartment for Sale in Vertillas, Kharadi Pune",1148 sqft,Under ConstructionPoss. by Jun '24,TransactionNew Property,FurnishingUnfurnished,SocietyVertillas,Bathroom2,₹1.37 Cr 
993,"3 BHK Apartment for Sale in Zen Elite, Kharadi Pune",1120 sqft,Under ConstructionPoss. by Jun '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom3,₹1.31 Cr 
994,"2 BHK Apartment for Sale in Forest County, EON Free Zone, Kharadi Pune",970 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyForest County,Bathroom2,₹1.65 Cr 
995,"1 BHK Apartment for Sale in Spring Glory Co Operative Society, Kharadi Pune",450 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietySpring Glory Co Operative Society,Bathroom1,₹40 Lac 
996,"3 BHK Apartment for Sale in Nyati Elysia, EON Free Zone, Kharadi Pune",1055 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.50 Cr 
997,"2 BHK Apartment for Sale in Kolte-Patil Cheryl, Kharadi Pune",860 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyKolte-Patil Cheryl,Bathroom2,₹98 Lac 
998,"3 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",1140 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.75 Cr 
999,"3 BHK Apartment for Sale in Riverdale Residences, Kharadi Pune",1065 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyRiverdale Residences,Bathroom3,₹1.50 Cr 
1000,"4 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",4400 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyMarvel Zephyr,Bathroom4,₹4.25 Cr 
1001,"2 BHK Apartment for Sale in Mount N Glory, EON Free Zone, Kharadi Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMount N Glory,Bathroom2,₹88 Lac 
1002,"3 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",1181 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.75 Cr 
1003,"3 BHK Apartment for Sale in Kamal Baug Society, Ubale Nagar Pune",2900 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyKamal Baug Society,Bathroom3,₹2.20 Cr 
1004,"4 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2650 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPanchshil Towers,Bathroom5,₹4.50 Cr 
1005,"2 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",650 sqft,Under ConstructionPoss. by Oct '25,TransactionNew Property,FurnishingUnfurnished,,Bathroom2,₹75.9 Lac 
1006,"3 BHK Apartment for Sale in Gera Emerald City North, EON Free Zone, Kharadi Pune",1555 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera Emerald City North,Bathroom3,₹1.38 Cr 
1007,"3 BHK Apartment for Sale in Majestique Towers, Ubale Nagar Pune",1050 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMajestique Towers,Bathroom3,₹1.43 Cr 
1008,"3 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",1100 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom3,₹1.48 Cr 
1009,"2 BHK Apartment for Sale in Gulmohar Parkview, Kharadi Pune",870 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGulmohar Parkview,Bathroom1,₹93 Lac 
1010,"2 BHK Apartment for Sale in Kolte-Patil Cheryl, Kharadi Pune",1160 sqft,Under ConstructionPoss. by Jan '24,TransactionResale,FurnishingSemi-Furnished,SocietyKolte-Patil Cheryl,Bathroom2,₹95 Lac 
1011,"2 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, Kharadi Gaon, Kharadi Pune",750 sqft,Under ConstructionPoss. by Jun '27,TransactionNew Property,FurnishingUnfurnished,SocietyFlamante By VTP Luxe Phase 1,Bathroom2,₹85 Lac 
1012,"2 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",855 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom2,₹84 Lac 
1013,"3 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",1705 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyPanchshil Towers,Bathroom3,₹3.15 Cr 
1014,"3 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",1188 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.65 Cr 
1015,"3 BHK Apartment for Sale in Nyati Elysia 2, Kharadi Pune",1561 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyNyati Elysia 2,Bathroom3,₹1.65 Cr 
1016,"2 BHK Apartment for Sale in Kolte Downtown Beryl, Kharadi Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyKolte Downtown Beryl,Bathroom2,₹1 Cr 
1017,"2 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",900 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom2,₹95 Lac 
1018,"3 BHK Apartment for Sale in Pittie Kourtyard, EON Free Zone, Kharadi Pune",1539 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPittie Kourtyard,Bathroom3,₹1.80 Cr 
1019,"3 BHK Apartment for Sale in Guardian Eastern Meadows, Kharadi Pune",1050 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGuardian Eastern Meadows,Bathroom3,₹1.12 Cr 
1020,"3 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",1800 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Zephyr,Bathroom4,₹2.20 Cr 
1021,"2 BHK Apartment for Sale in Guardian Eastern Meadows, Kharadi Pune",733 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGuardian Eastern Meadows,Bathroom2,₹70 Lac 
1022,"4 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",2290 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingUnfurnished,SocietyRiverdale Grove,Bathroom4,₹2.95 Cr 
1023,"3 BHK Apartment for Sale in The Strand, Kharadi Pune",1336 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyThe Strand,Bathroom3,₹1.75 Cr 
1024,"3 BHK Apartment for Sale in Majestique Marbella, Kharadi Pune",1110 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Marbella,Bathroom3,₹1.53 Cr 
1025,"2 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",747 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom3,₹86.2 Lac 
1026,"3 BHK Apartment for Sale in VTP Township Codename Pegasus, EON Free Zone, Kharadi Pune",1055 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Township Codename Pegasus,Bathroom3,₹1.20 Cr 
1027,"2 BHK Apartment for Sale in Majestique Towers, Ubale Nagar Pune",824 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Towers,Bathroom2,₹90 Lac 
1028,"3 BHK Apartment for Sale in VTP Altair, EON Free Zone, Kharadi Pune",1470 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Altair,Bathroom3,₹1.62 Cr 
1029,"2 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, Kharadi Pune",1145 sqft,Under ConstructionPoss. by Jun '27,TransactionNew Property,FurnishingUnfurnished,SocietyFlamante By VTP Luxe Phase 1,Bathroom2,₹89 Lac 
1030,"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",1680 sqft,Under ConstructionPoss. by Dec '27,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom3,₹1.22 Cr 
1031,"3 BHK Apartment for Sale in Zen Elite, Kharadi Pune",1120 sqft,Under ConstructionPoss. by Jun '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom3,₹1.28 Cr 
1032,"2 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",778 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom2,₹86.8 Lac 
